id,artist,title,cover_hash,alt_text,confidence,review_triggers,needs_review,approved,created_at,updated_at,confidence_explanation
bb280c06-37fe-4211-8cf2-f36db3bb236c,Jonas Reinhardt,A Ragged Ghost,1000111000010011001100111001011010010110000001110000111101001101,Black-and-white art of central hourglass and hands to the right and left holding a skull and butterfly with clouds underneath,0,"[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork"", ""unclear visual focus""]",f,t,2026-07-01 06:44:16.744,2026-07-12 11:46:47.79,
737a32de-7e44-49d0-9e00-c6dacaf38f21,Toro y Moi,MAHAL,0101001111010000000001110010111100001111001101110011011101100011,Rounded photo of a person on a jeepney with the Golden Gate Bridge; red background with artist and album text.,0,"[""unclear visual focus""]",f,t,2026-07-01 06:06:32.083,2026-07-12 23:21:26.148,
038f27c2-62bb-4788-a4a2-76051aa68243,Jeff Tweedy,Twilight Override,1000111000001111000100110011100100111001001110010010011000101111,"A black-and-white photograph of a white skinned man centered against a large, bright circular light on a dark, grainy background.",1,,f,t,2026-06-30 15:11:20.37,2026-07-12 23:36:28.959,
3ca6b869-0779-4baf-9737-8bd5bc87548d,James Moody,80 Years Young: Live at the Blue Note,0011010001111100010110110110001100100110011001111000011110110110,"A close-up photo of a bald man with glasses playing saxophone against a deep blue background. Artist, album name and a date shows.",1,,f,t,2026-06-30 15:05:20.564,2026-07-12 23:36:28.959,
1e0278e4-5ee1-4ff8-9cf2-a89c7d242cc2,Loula Yorke,Hydrology,1000000100000011010001110010011101000110100110111000111110000111,"Meandering light blue stream-like path flows through textured, grainy surfaces under soft, muted lighting and earthy browns",1,,f,t,2026-06-30 15:09:57.133,2026-07-12 23:36:28.959,
e4c4f853-885b-4f4b-9f68-08e27e8c8eeb,Richard Youngs,Hidden,1000011010000110100011111000011010001110100001101000011011000110,Black-and-white photograph of empty shoreline with tall reeds under an overcast sky. Lighter gray border outside photograph.,1,,f,t,2026-06-30 15:01:50.895,2026-07-08 14:57:15.688,
aca4fa25-5e68-4fe0-8fa1-d9f06a59b073,Emma Swift,The Resurrection Game,0101001100110011000111111000001110011001100010011110100001110000,"Person in black clothing lying on a solid teal background with arms extended; beige serif text ""EMMA SWIFT"" spans across center",1,,f,t,2026-06-30 15:15:28.15,2026-07-12 23:36:28.959,
9bfa4b19-109e-4ceb-86c9-a4820dc2c87e,Nation of Language,Dance Called Memory,0110000000010010000110111100100010111100101110010111111001111011,Close-up photo shows a hand holding a red cherry above crumpled brown paper bags filled with cherries on a blue quilted background,1,,f,t,2026-06-30 15:18:45.795,2026-07-12 23:36:28.959,
96e1e802-d561-4e4d-8191-c76fdc8fe1de,Still House Plants,"If I don't make it, I love u",1111000111111000001111000111110011111100000111000001110011100000,Abstract art with blurred swirling orange and yellow gradients surrounding a dark central form against a white background.,0,"[""highly abstract artwork""]",f,t,2026-06-30 19:34:29.417,2026-07-13 00:00:18.92,
14693352-4fa6-476f-9d68-9da91c6867e4,T. Gowdy,Miracles,0001100101001010110001110000011100100111000001110100011101000111,Indistinct light blue and gray shapes under a dark angular structure; no legible text/discernible subjects due to low resolution,0,"[""ambiguous main visual element"", ""bad image quality""]",t,t,2026-07-01 05:50:22.181,2026-07-12 14:27:54.402,"Image quality is too poor for confident identification of visual elements (shapes, colors, texture); main subject(s) are ambiguous. No readable text or definitive composition visible."
92d1fa91-a317-46da-8a81-a2faee77c941,Water Damage,Instruments,0010110110001101000111010100110110110101100010010000100100101001,Abstract thick turquoise-blue and red curving brushstrokes on a textured dark blue-purple background.,1,,f,t,2026-06-30 15:43:52.079,2026-07-12 23:36:28.959,
83138a26-96d3-4cb9-a079-2ff163803398,Preoccupations,Ill at ease,0000001100000011010000110100101101001001011000100011000100110001,"Swirling blue and teal patterns with dark geometric shapes. White text ""Ill at ease"" top-right, ""preoccs"" bottom-left.",0,"[""highly abstract artwork""]",f,t,2026-06-30 15:44:42.808,2026-07-08 14:57:15.688,Abstract composition.
9a6d055e-e7fb-473a-8133-9a70dae4ec40,Alsarah and the Nubatones,Seasons of the Road,0011011010001110100100111011001110111000100111010010010100100101,"Vibrant colorful image; roses scattered on pink orange background with ""SEASONS OF THE ROAD"" up and Arabic text down on green.",0,"[""complex image with mixed media"", ""highly abstract artwork""]",f,t,2026-06-30 15:51:51.532,2026-07-11 21:03:32.612,
793916da-1316-4950-8fc7-0f739d157c19,Yeule,Evangelic Girl is a Gun,1101100010001001100011001000011100000111010011010100101111111011,"A woman with a tattoo-like shirt, holds a handgun, seats cross-legged on wood in a monochrome photo with dark smoky background.",0,"[""ambiguous main visual element"", ""bad image quality"", ""unclear visual focus""]",f,t,2026-06-30 15:49:48.946,2026-07-11 23:34:46.76,
811d1be7-c9ef-4325-b101-f2c5dd8737b6,Film School,Field,0001011010011100101100011011001110000011101000010000000111111100,"Monochrome blurry trees against pale sky; white text across treetops reads ""FILM SCHOOL FIELD"".",0,"[""bad image quality""]",t,t,2026-06-30 22:41:58.954,2026-07-12 14:32:28.122,"The image quality is significantly blurred, making it difficult to confidently identify background details. The visual ambiguity prevents a definitive description of the text content or precise landscape features."
de6d9e84-d14f-421d-8259-8685fb005900,Mark Kirschenmann,Tonics: 7 Melodies for Trumpet with Bamboo Mouthpipe,1101001010010010000110001000011010000110100001101100001111000111,A man in a black beret plays a silver trumpet outdoors amid green grass and water within a yellow grid layout.,1,,f,t,2026-06-30 16:04:37.988,2026-07-12 23:36:28.959,
e87fe0c4-0d29-41f5-abe0-61f3b58212e9,Matmos,Metallic Life Review,1010000110100011001001110010011101100111000101100011111000110110,"A laboratory scene featuring reflective metallic surfaces, glass tubing, and spherical objects under warm lighting.",1,,f,t,2026-06-30 15:57:21.498,2026-07-12 23:36:28.959,
0507d9c7-cb00-49c4-8166-9ec58d8894b9,Alabaster DePlume,Come With Fierce Grace,1000110010110010001100111001111010100110001001111001111111011010,Central white circles on top of a border of 4 dragonflies and red and yellow flowers; lighter inner area with smal insects,0,"[""ambiguous main visual element""]",f,t,2026-06-30 22:08:07.413,2026-07-12 23:21:26.148,
18266e27-a61d-4157-92fb-4a09f0d6337e,Carlos Niño & Friends,"(I’m just) Chillin’, on Fire",1001001000001111001101110011011000010111010011111110011011110110,"Surreal collage with pink and teal background; blue-yellow swirling pattern, checkered floor with laying person; title on bottom",0,"[""ambiguous main visual element"", ""complex image with mixed media""]",f,t,2026-06-30 22:17:38.148,2026-07-12 23:21:26.148,
e9195588-bd67-4617-a797-b8bfadf65ed6,Big Blood,First Aid Kit,1101000011001000110110001101111011100110011001000101100101111100,"Ink illustration of two morphed abstract faces featuring skulls, a spine, and floral and geometric patterns with green background.",0,"[""ambiguous main visual element"", ""unclear visual focus""]",f,t,2026-06-30 23:15:42.502,2026-07-12 23:21:26.148,
de37a119-0034-4b4d-a930-ebf65eb259b1,Rickie Lee Jones,Pieces of Treasure,0101010000110001001101000011000011100111011111110001100100011011,"Black-and-white photo of a woman in sunglasses with strapless top beside another person, whose hand holds money against her chest.",0,"[""ambiguous main visual element"", ""possible person misidentification"", ""unclear visual focus""]",f,t,2026-07-01 00:18:35.862,2026-07-12 23:21:26.148,
fe73d00a-5597-44cf-93f8-a2706a71a151,St. Paul & The Broken Bones,Angels In Science Fiction,0110111011111001111000010110100111101000111010011110000011011100,"White-framed window pane displays monochrome classical statue figure. Shows figure's face, draped torso, and feathered wings.",0,"[""ambiguous main visual element""]",f,t,2026-07-01 00:33:46.073,2026-07-12 23:21:26.148,
a062f6b8-66fd-4a4c-85c5-8bbd2a3d8721,Various Artists,Pierre Barouh and the Saravah Sound,0001100101111100001001010010010101100011011110011011100010011000,"Mixed media black-and-white photograph of a person in a studio setting with teal and red panels. Vertical red text ""SARAVAH"".",0,"[""complex image with mixed media""]",f,t,2026-07-01 04:12:57.332,2026-07-12 23:21:26.148,
80e388bd-c5a1-431c-9a83-9b33278ecd3e,Nubiyan Twist,Find Your Flame,1010010010100010011010001110110010010100100100001001110010010110,"Orange background; abstract large, zebra-striped red floral shapes outlined in white dots. Top left circle has album artist name.",0,"[""highly abstract artwork""]",f,t,2026-06-30 16:21:37.325,2026-07-11 21:48:37.851,
d61ee24b-55ee-4e8f-bd46-c381523b89c2,Slow Teeth,I,0100110110000010000001100100110010011000101100100110110100101111,Small light brown animal skull with dark spots on a textured rock surface featuring mottled brown and gray with a small plant,0,"[""ambiguous main visual element""]",f,t,2026-06-30 16:19:05.267,2026-07-12 23:21:26.148,
5108ca90-d64b-47ea-99fd-87b53109b95a,The Mary Veils,Esoteric Hex,1011001111100010101011101000110010001111111001101011100010110100,Central geometric cube with a stylized face divided into colored sections; small people below; colorful graph in orange background,0,"[""unclear visual focus""]",f,t,2026-07-01 06:46:49.732,2026-07-12 23:21:26.148,
881f48cf-83a5-4ab0-b47c-3dae5245cea9,Garcia Peoples,Dodging Dues,1001100011001010110011100101011011001010110110010011001101100011,Psychedelic blue silhouette with a yellow moon in its head and a starry tower and mountains in front; pastel pink-orange gradient,0,"[""ambiguous main visual element""]",f,t,2026-07-01 07:17:35.909,2026-07-12 23:21:26.148,
08da0f65-23c2-4d88-a805-73cc249ed0a2,Anna von Hausswolff,Live at Montreux Jazz Festival,0001011100100111011001110110001101110011011100110010100100100101,Figure with tangled hair surrounded by root-like structures with large hand silhouette reaching upward and white hole behind it.,0,"[""ambiguous main visual element"", ""highly abstract artwork""]",f,t,2026-07-01 07:26:28.354,2026-07-12 23:21:26.148,
4b89a8ef-b01b-4acb-9eae-61819223a168,The Serfs,Paid In Full b/w Regen,0000000000000000001100000011000001110000001000000000000000000000,"Red circular horse logo on a white background above red text: “THE SERFS,” “PAID IN FULL B/W REGEN,” and “TROUBLE IN MIND RECORDS.",1,,f,t,2026-06-30 16:26:50.189,2026-07-12 23:36:28.959,
860c8639-ed87-4d10-88a1-f8286630a7ae,Rose City Band,Sol y Sambra,1110101010100110100011101001101011100010101100101010001011001000,"A desert landscape with cacti, mountains, and a setting sun under warm orange and pink skies all framed by a decorative border.",1,,f,t,2026-06-30 16:20:04.688,2026-07-12 23:36:28.959,
c7608eac-2b77-410c-9195-c38c2d2c83ef,The Body & OAA,Enemy of Love,0001001000001100010011000000001100000011000011000000110000010001,A view of Earth in space with a cross-shaped structure emitting blue and orange light trails positioned to the right of the planet,0,"[""bad image quality""]",t,t,2026-07-01 07:09:54.541,2026-07-12 23:21:26.148,"Low image resolution, but still correctly identifies what is in the image."
9833d653-f7ca-4c72-a4c8-49d5898e16d7,Saeko Killy,Dream In Dream,0011001100011011000110110101010011011101100010000100110101001011,"A surrealist collage with layered geometric and organic shapes in bright blues, greens, pinks, and yellows on a black background.",0,"[""complex image with mixed media""]",f,t,2026-06-30 17:32:32.592,2026-07-12 23:21:26.148,
c6918d75-ed8a-44f6-8de3-849f05abcde2,Chronophage,Chronophage,1011001101000110100011100000101100001011000110111000111101001100,A close-up photograph of a bright red tomato with a green stem against a solid black background.,1,,f,t,2026-07-01 05:55:40.46,2026-07-06 12:02:08.23,
96ec8d31-3b51-4372-9b15-5b6d60e0dee0,Shit and Shine,Mannheim HBF,1011000010101000101110001011000010110000101100001011000010100000,A vertical rectangular with 3 thick red diagonal stripes running from top-left to bottom-right on a white background.,1,,f,t,2026-06-30 17:31:05.092,2026-07-12 23:36:28.959,
4c5f3ca8-12df-4ae6-a906-aa12b9b62bb2,Sault,Acts of Faith,1000000010010000100011001000110010001100100010001001000010000000,"Central abstract white crystalline formation against black background,  with the text ""ACTS OF FAITH"" centered below.",0,"[""ambiguous main visual element""]",f,t,2026-06-30 17:48:44.93,2026-07-12 23:21:26.148,
550997fb-620b-47a6-a6cb-a2f38b8d2613,El Perro Del Mar,Big Anonymous,0110000001100000111100001111001010110000111100101111001011110010,Zombie-like barefoot person in a black tattered jumpsuit stands in a sparse beige room with muted colors.,0,"[""unclear visual focus""]",f,t,2026-06-30 20:19:08.12,2026-07-12 23:21:26.148,Did not mention that the person looks like a zombie.
42319916-685a-411e-ad9c-361522f1cac4,PACKS,Melt the Honey,1000011110100001111100001100110010001011000100101111011000110011,A person stands on a thick tree branch amid dense green foliage with yellow flowers visible in the lower foreground.,1,,f,t,2026-06-30 17:47:22.631,2026-07-12 23:36:28.959,
8fe1429c-c842-4384-9c19-feabf7a80fe1,The Pains of Being Pure at Heart,Perfect Right Now: A Slumberland Collection 2008-2010,0001100110010110111001111001001100011110001110101011000001010010,Blue and yellow monochrome image of two figures with yellow text at the top.,1,,f,t,2026-06-30 17:44:02.13,2026-07-12 23:36:28.959,
981bbf72-c69e-4b54-b615-27c48b96e723,Peter Brötzmann - Heather Leigh - Fred Lonberg-Holm,Naked Nudes,0001011100011111010111010110100100101001001011010011111100011111,"Red background with a central rectangular tag featuring ""NAKED NUDES"" in handwritten black and vertical side text in white.",1,,f,t,2026-07-01 00:32:01.611,2026-07-12 23:36:28.959,
ba791237-cf55-4308-bf39-319a386d9104,Andrea Belfi & Jules Reidy,dessus oben alto up,1100100011101001010001001101000011010001100110011100100111011001,Abstract collage of colorful geometric and organic shapes forming a vase-like / face mask like with foliage on a pale background.,0,"[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork""]",f,t,2026-06-30 17:54:28.912,2026-07-11 17:37:51.989,
642d27e2-108d-420d-8e82-5e0aed394718,J.W. Ricci,Through a Frame b/w Pollen Drop,0011001110101111010001100010010110000100100101101110000011010001,"Nighttime photo of dense foliage; hazy lights are visible through the trees. Red, gothic text displays the album/artist name.",1,,f,t,2026-06-30 14:33:58.363,2026-07-12 23:36:28.959,
9448ac4f-e452-4b3d-a954-2bc1f37bfc3f,WET TUNA,Apex of High/Epic View EPs,1000001111001100101110010100111101101101011100011100010011001100,"Cartoon illustration of a gnome with a red hat sitting on stacked speakers. Trees, clouds, and an orange sky surround.",1,,f,t,2026-06-30 14:49:58.178,2026-07-12 23:36:28.959,
6fdf6c02-b9d4-4f61-bce1-5485e2d29897,Stress Positions,Human Zoo,1011111010011110100101101001110010001100100111001001100010111000,"Monochrome image of a skull with a central vinyl record label on the image. ""STRESS POSITIONS"" at top, ""HUMAN ZOO"" at bottom.",1,,f,t,2026-06-30 14:47:15.93,2026-07-12 23:36:28.959,
e66afe13-531f-4e7d-8a84-d988bb15076f,Forced Fun,somewhere over the painbow,1110000011101001110010001101010010001010100011101000110011001001,Hand-drawn artwork of a green figure with voluminous hair and a stage inside their head featuring colorful clowns.,1,,f,t,2026-06-30 14:54:08.182,2026-07-12 23:36:28.959,
861fae0f-caf5-4fb3-ae44-0b2eb9b7d878,TOPS,Bury the Key,0001011000001001000011110000111101001011010011010000110000101101,A hand rises from dark ground toward a glowing red/orange mountain peak.,1,,f,t,2026-06-30 15:24:24.114,2026-07-12 23:36:28.959,
ebed1328-c352-4336-92a6-f3bb7ba4bafc,Leifur James,Magic Seeds,0000111100001111000011110001101100011111000011110000011101000000,Vibrant pink and white neon lightning-like patterns radiating from a central point on a dark red-to-brown gradient background.,1,,f,t,2026-06-30 18:02:24.248,2026-07-08 14:57:15.688,
daad2334-f9fa-4ee5-9974-150f5a12a4e4,Merope,V​ė​jula,1101101110010000100100001001101010011001100110001100011101101111,"Collage with a stylized boat and a pink, white, and orange beach ball. Abstract blue, orange, and pink patterns surround.",0,"[""highly abstract artwork""]",f,t,2026-06-30 18:01:54.456,2026-07-08 14:57:15.688,Abstract collage.
70859039-67db-4aa2-b91e-7d885c54a282,Le Weekend,A Spell in the Darkness,0000111100011111000111111000111110001101001111010011011110111100,"A dark photograph of a nighttime waterfront scene with horizontal light trails reflecting on water, with blurred motion effects.",1,,f,t,2026-06-30 15:31:55.783,2026-07-12 23:36:28.959,
c1ef8eaf-fe59-4197-9b98-d7d234dd288c,Wisp,If Not Winter,0110110001110000111100001001100000100000000011010000111100001101,Woman in a flowing white dress on a grassy slope beneath dense trees with misty light.,1,,f,t,2026-06-30 15:28:56.073,2026-07-12 23:36:28.959,
69aa230a-2c1c-41b4-9566-709423331805,Kate NV,Room for the Moon Live,0001111100001111000111110011001100110011000111110000111100011111,Blue ink musical staff drawing on white background with cursive text of the album title and artist name.,1,,f,t,2026-06-30 16:14:43.897,2026-07-12 23:36:28.959,
28b699e0-9159-40d1-915a-45592ee19058,U.S. Girls,Scratch It,1100111010011100011111001110110001110100101111001111010010100010,"Faded, pink-tinged painting of a person with shoulder-length black hair. Their chin rests against their hand as they stare forward",1,,f,t,2026-06-30 16:13:36.968,2026-07-12 23:36:28.959,
192846d3-f598-4eba-af3c-671696b77bec,Inturist,Tourism,0100010001010010001100010110100101110000011010010111000100110010,Vintage engraving of a mustached man in striped clothing in a gold oval frame; “Inturist Tourism” above.,1,,f,t,2026-06-30 16:30:34.94,2026-07-12 23:36:28.959,
158be9c3-81ae-46ee-b1bb-0391a23e5756,Mekons,Horror,0000111001001100000111100011101011001111111011110111011010001011,"Monochrome photograph of a horse on a black background. “mekons” in bold lowercase at top, “HORROR” in uppercase near the bottom.",1,,f,t,2026-06-30 17:24:35.368,2026-07-12 23:36:28.959,
71ed5ecb-dc07-45ef-981d-7f7a8aaeab82,Adrian Younge,Adrian Younge Presents Linear Labs: São Paulo,0101100101011001001100110011001000111010001101000111000001110001,A person wearing a wide-brimmed brown hat and black gloves operates vintage audio equipment with spinning reels.,1,,f,t,2026-06-30 17:59:49.432,2026-07-12 23:36:28.959,
f6d9f8d9-eb63-4d8f-86cb-bb9ad7c73b32,Humdrum,Every Heaven,1000110100100101100110010011010000010000100100111000011110001110,"Blue-toned sculpted face with wide-open mouth.Left side features pink ""humdrum"" text with purple fill.",0,"[""ambiguous main visual element""]",f,t,2026-06-30 18:13:47.421,2026-07-08 14:57:15.688,Obscure image for the subject.
27e4793e-4199-4dc2-8419-3e56ada08bba,Soda Water Sea,The Freedom Ring,0001011011001100100101100011001001010010010001000010110010000101,"Collage of diverse figures, hands, and objects. Rainbow arch with a clock behind everything.",0,"[""highly abstract artwork""]",f,t,2026-06-30 18:10:41.31,2026-07-08 14:57:15.688,Abstract mixed-media collage.
6663ef01-8d1a-4eba-a1e9-a1c973808c51,Quivers,Oyster Cuts,1100100111010001100010010011101110010011110110111011101000111010,"Pink background with collage of a headless classical statue topped with coral branches, 3 other parts with textured shapes.",0,"[""bad image quality"", ""highly abstract artwork""]",f,t,2026-06-30 18:26:25.417,2026-07-11 22:29:19.744,Image is highly abstract with parts hard to distinguish and identify.
7e54a8ca-a654-4459-a32e-0e4980a32601,Three Quarter Skies,Fade In,0000010000110001011011100110101100001111011111111111111101111111,Blue gradient sky with a pink-orange horizon above a purple landscape; text in orange “THREE QUARTER SKIES” & “FADE IN” .,1,,f,t,2026-06-30 18:22:04.413,2026-07-12 23:28:09.241,
3af27729-2db1-4d5b-a018-ba9b37f90d0e,julia-sophie,forgive too slow,0000000100000001101100000111000001101001110010000110100000100100,Person with red cap obscuring face; person wears white t-shirt featuring Olympic rings against blue sky background with birds.,1,,f,t,2026-06-30 18:05:35.575,2026-07-12 23:36:28.959,
11d90f3b-d4f4-4027-89b5-e6e5a01dc6b0,Peel Dream Magazine,Rose Main Reading Room,0001010100101001011000010101001110010110100101101001100001000000,Brown background with a person in a blue hooded raincoat beside an orange lying deer and a large red flower.,1,,f,t,2026-06-30 18:24:42.234,2026-07-12 23:36:28.959,
bf8327d8-7c8d-4321-8288-762d868991e4,Rafael Toral,Spectral Evolution,0001011101101101111001101111011001110110001100100001011000011110,"A close-up photograph of a small bird with black, white, and yellow plumage perched on a rough tree trunk.",1,,f,t,2026-06-30 20:08:11.69,2026-07-12 23:36:28.959,
c521769d-d842-49ba-a33a-acfb083f01d3,Wand,Vertigo,0110110001001001101000011110010011001100110110001011100100111101,"Blurred silhouette of a dog in black-and-white running across a long field with text ""WAND/VERTIGO"" at top-right.",0,"[""bad image quality""]",f,t,2026-06-30 18:30:17.211,2026-07-12 23:21:26.148,"Said ""snowy terrain"" but that can't be confidently confirmed on the image."
102c50af-7432-45e9-a0f0-2ac74041483e,Water Damage,In E,1100111011001100011000010110100101101000010001000100010001001100,"Painting of 9 square grids in red, yellow, pink, purple, green, blue, orange, gray, and black. ""Water Damage"" on black square.",1,,f,t,2026-06-30 18:35:28.924,2026-07-12 23:36:28.959,
ec13af4a-7720-4d64-92a0-5e530c10cf92,Chris Corsano,The Key (Became the Important Thing [and Then Just Faded Away​]​),1011000101001101101000111111101111011011011110010110100110000111,"A partial grayscale side profile of a person on the left against an background of bold red, black, and white splatter patterns.",1,,f,t,2026-06-30 18:39:23.092,2026-07-12 23:36:28.959,
2702d5a8-dbba-49ce-8751-47a14b0c1ec0,Birdie,Some Dusty,1100100000110110110010011100100100101111110110100101101001010011,Person with curly hair wears a polka-dot shirt while playing an electric guitar on a bright yellow background with stylized text.,1,,f,t,2026-06-30 18:41:39.091,2026-07-12 23:36:28.959,
9bc263e5-bf95-4704-b1fd-59af25eae558,Kali Malone,All Life Long,0000111100010111001100110011001100110011011100110011001100001111,A person in a navy blue suit stands sideways on snow-covered ground amid concrete ruins and black metal wires underneath gray sky.,1,,f,t,2026-06-30 19:59:09.143,2026-07-12 23:36:28.959,
cad5e63d-384e-41dc-917f-1b48086fd0a1,Aho Ssan,Rhizomes,0101100100011011101110010011011001101000011000111101101100010011,"Minimalist black abstract shapes resembling stylized foliage or a bird-like form with word ""RHIZOMES"" printed vertically.",1,,f,t,2026-06-30 21:10:37.85,2026-07-12 23:36:28.959,
3431466d-1a35-4e12-acbd-2efeae90a16e,Haruspex Palace,Haruspex Palace,0010110001011010010110100010110001101100100111000100011001001110,"Large black letters: minimalist ""O"" above ornate ""h"". Then small black text ""haruspex palace"", credits, ""2024"", yellow background.",0,"[""cannot read text confidently""]",f,t,2026-06-30 18:44:56.852,2026-07-08 14:57:15.688,complex typography
2876b6e6-96de-434a-a498-d015806bd2a4,Isobel Campbell,Bow To Love,0011000100111010111001111001111100011100100011000010110001100110,Person holding an acoustic guitar against vibrant blue and yellow patterns with red accents.,0,"[""ambiguous main visual element""]",f,t,2026-06-30 18:46:17.404,2026-07-08 14:57:15.688,Uncommon psychedelic art style.
3904d5cb-bb7a-416f-ab89-e034913c1b11,Various Artists,W3NG,0001011110001110110011101101101111000101100101010010011001100110,"A city with green, red, and yellow buildings, skyscrapers, bridges, trains, and an airplane in a light blue sky; text: ""W3NG"".",1,,f,t,2026-06-30 18:57:28.805,2026-07-12 23:36:28.959,
3c127c3c-1234-45bc-a3a5-ef1b90e264e1,Pallbearer,Mind Burns Alive,0001000000001110000011000000110100001101001011010000011000000100,Flowing orange-toned fabric glows against a dark background.,1,,f,t,2026-06-30 18:55:14.268,2026-07-12 23:36:28.959,
2b17a8b3-a21e-4b6c-8682-7329626f4ebf,Dargz,Happiness,0000000001000000000001100110100001101000000100100000000000000000,"Dark green ""DARGZ"" text centered on a solid light pink background; rounded, flowing typography with abstracted letterforms",1,,f,t,2026-06-30 21:28:53.635,2026-07-12 23:36:28.959,
ff7aad9b-0c13-4bfe-a2c5-d77308720f71,Ohad Talmor,Back to the Land,0010000101100101001100111111100011101001011100010111100111100000,Twig sculptures of animals in a gallery space. White background with text surrounds the photo.,1,,f,t,2026-06-30 21:25:11.795,2026-07-12 23:36:28.959,
6ce4409d-1670-47d5-9386-36aac0414bb0,Blue Ocean,Fertile State,1001111001101000001001101001011010010010100010111000010110100100,Pale pink background with a pink triangle left and a yellow triangle right with artist and album name above the triangles.,1,,f,t,2026-06-30 21:24:43.568,2026-07-12 23:36:28.959,
